Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SAMG,Silvercrest Asset Management Group Inc.,13.03,$161.91M,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
SFNC,Simmons First National Corporation,45.04,$1.34B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc
SLP,"Simulations Plus, Inc.",6.2001,$104.48M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,57.84,$3.47B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",29.4,$2.81B,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
SMAC,Sino Mercury Acquisition Corp.,9.2,$48.85M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smac
SMACR,Sino Mercury Acquisition Corp.,0.61,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smacr
SMACU,Sino Mercury Acquisition Corp.,10.7,$45.05M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smacu
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc",1.86,$44.57M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/scok
SINO,"Sino-Global Shipping America, Ltd.",1.38,$10.21M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",5.55,$309.74M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
SIRI,Sirius XM Holdings Inc.,3.76,$20.58B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri
SIRO,"Sirona Dental Systems, Inc.",100.37,$5.58B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/siro
SZMK,Sizmek Inc.,7,$206.84M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/szmk
SKUL,"Skullcandy, Inc.",7.65,$216.79M,2011,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/skul
SKYS,"Sky Solar Holdings, Ltd.",6.89,$335.91M,2014,n/a,n/a,http://www.nasdaq.com/symbol/skys
MOBI,Sky-mobi Limited,5.93,$164.76M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobi
SPU,"SkyPeople Fruit Juice, Inc.",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/spu
SKBI,Skystar Bio-Pharmaceutical Company,3.05,$26.53M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/skbi
SKYW,"SkyWest, Inc.",14.13,$730.18M,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",106.33,$20.32B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
ISM,SLM Corporation,24.12,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ism
JSM,SLM Corporation,21.67,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm
OSM,SLM Corporation,24.4894,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/osm
SLM,SLM Corporation,10.26,$4.36B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
SLMAP,SLM Corporation,49.73,$164.11M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmap
SLMBP,SLM Corporation,61,$244M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
SMT,SMART Technologies Inc.,0.98,$119.79M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/smt
SPRO,SmartPros Ltd.,1.8,$8.27M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/spro
SWHC,Smith & Wesson Holding Corporation,15.98,$859.15M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/swhc
SMSI,"Smith Micro Software, Inc.",1.18,$54.62M,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,1.84,$30.21M,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
SMTP,"SMTP, Inc.",5.41,$29.55M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/smtp
LNCE,"Snyder&#39;s-Lance, Inc.",31.14,$2.2B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
SODA,SodaStream International Ltd.,23.14,$486.37M,2010,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda
SOHU,Sohu.com Inc.,66.78,$2.58B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,18.67,$792.82M,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,16.36,$188.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/suns
SLTD,"Solar3D, Inc.",4.01,$71.05M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/sltd
SCTY,SolarCity Corporation,56.78,$5.5B,2012,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/scty
SEDG,"SolarEdge Technologies, Inc.",38.91,$1.52B,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg
SZYM,"Solazyme, Inc.",3.39,$271.43M,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/szym
SONC,Sonic Corp.,31.5901,$1.64B,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
SOFO,"Sonic Foundry, Inc.",7.23,$31.49M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SONS,"Sonus Networks, Inc.",7.9,$390.61M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons
SPHS,"Sophiris Bio, Inc.",0.92,$15.5M,2013,n/a,n/a,http://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",3.37,$65.06M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",14.3,$518.58M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
SOHO,Sotherly Hotels Inc.,8.47,$91.11M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho
SOHOL,Sotherly Hotels LP,26.2455,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohol
SOHOM,Sotherly Hotels LP,25.801,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohom
SFBC,"Sound Financial Bancorp, Inc.",20.5,$51.78M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
SSB,South State Corporation,75.94,$1.84B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb
SOCB,Southcoast Financial Corporation,8.54,$60.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/socb
SFST,"Southern First Bancshares, Inc.",18.2,$113.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",19.1399,$142.01M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",11.62,$142.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",29.07,$736.38M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi
OKSB,"Southwest Bancorp, Inc.",18.11,$344.69M,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb
SP,SP Plus Corporation,25.84,$571.98M,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp
SPAN,"Span-America Medical Systems, Inc.",18.27,$54.65M,1983,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/span
SBSA,"Spanish Broadcasting System, Inc.",6.8,$44.25M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbsa
SGRP,"SPAR Group, Inc.",1.21,$24.9M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp
SPKE,"Spark Energy, Inc.",15.2,$210.48M,2014,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke
ONCE,"Spark Therapeutics, Inc.",70.59,$1.73B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once
SPAR,"Spartan Motors, Inc.",4.78,$163.83M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar
SPTN,SpartanNash Company,31.62,$1.19B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn
SPPI,"Spectrum Pharmaceuticals, Inc.",6.68,$447.53M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi
SPDC,"Speed Commerce, Inc.",0.2801,$22.14M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/spdc
ANY,Sphere 3D Corp.,4.24,$150.83M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any
SPEX,Spherix Incorporated,0.571,$16.34M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex
SAVE,"Spirit Airlines, Inc.",62.76,$4.58B,2011,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/save
SPLK,Splunk Inc.,70.58,$8.87B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
SPOK,"Spok Holdings, Inc.",16.9,$367.48M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",n/a,n/a,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh
FUND,"Sprott Focus Trust, Inc.",7.32,$163.65M,n/a,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/fund
SFM,"Sprouts Farmers Market, Inc.",28.24,$4.33B,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm
SPSC,"SPS Commerce, Inc.",66.5,$1.1B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc
SQBK,"Square 1 Financial, Inc.",28.04,$834.88M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sqbk
SSNC,"SS&C Technologies Holdings, Inc.",60.9,$5.31B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
STAA,STAAR Surgical Company,10.41,$404.45M,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa
STMP,Stamps.com Inc.,70.6,$1.16B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/stmp
STLY,"Stanley Furniture Company, Inc.",3.2,$47.87M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly
SPLS,"Staples, Inc.",16.14,$10.34B,1989,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spls
SBLK,Star Bulk Carriers Corp.,3.01,$658.99M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblk
SBLKL,Star Bulk Carriers Corp.,22.71,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblkl
SBUX,Starbucks Corporation,52.965,$79.47B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux
STRZA,Starz,42.06,$4.29B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/strza
STRZB,Starz,41.921,$4.27B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/strzb
STFC,State Auto Financial Corporation,22.33,$918.24M,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/stfc
STBZ,State Bank Financial Corporation.,20.95,$748.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stbz
SIBC,"State Investors Bancorp, Inc.",21.2,$48.85M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sibc
SNC,"State National Companies, Inc.",10.85,$482.58M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/snc
STDY,SteadyMed Ltd.,5.16,$69.23M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stdy
GASS,"StealthGas, Inc.",6.78,$290.79M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gass
STLD,"Steel Dynamics, Inc.",21.38,$5.17B,1996,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/stld
SMRT,"Stein Mart, Inc.",10.72,$486.63M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/smrt
STNR,Steiner Leisure Limited,55.48,$712.24M,1996,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stnr
STEM,"StemCells, Inc.",0.684,$71.89M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/stem
STML,"Stemline Therapeutics, Inc.",12.4,$222.04M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml
STXS,"Stereotaxis, Inc.",1.55,$32.51M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/stxs
SRCL,"Stericycle, Inc.",135.46,$11.52B,1996,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl
STRL,Sterling Construction Company Inc,3.73,$70.44M,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/strl
SHOO,"Steven Madden, Ltd.",41.02,$2.6B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/shoo
SSFN,Stewardship Financial Corp,6.14,$37.36M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn
STCK,"Stock Building Supply Holdings, Inc.",19.65,$514.36M,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/stck
SYBT,"Stock Yards Bancorp, Inc.",36.75,$544.14M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
BANX,StoneCastle Financial Corp,17.402,$113.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banx
SGBK,Stonegate Bank,29.98,$307.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgbk
SSYS,"Stratasys, Ltd.",35.9,$1.83B,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys
STRT,Strattec Security Corporation,70,$246.42M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/strt
STRS,"Stratus Properties, Inc.",14.18,$114.31M,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/strs
STRA,"Strayer Education, Inc.",47.94,$526.07M,1996,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stra
STRM,"Streamline Health Solutions, Inc.",2.41,$44.97M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm
STB,Student Transportation Inc,4.9,$470.06M,n/a,Transportation,Other Transportation,http://www.nasdaq.com/symbol/stb
SCMP,"Sucampo Pharmaceuticals, Inc.",16.55,$747.33M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scmp
SUBK,Suffolk Bancorp,24.98,$292.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/subk
SUMR,"Summer Infant, Inc.",2.32,$42.24M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sumr
SMMF,"Summit Financial Group, Inc.",11.4,$120.68M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf
SSBI,Summit State Bank,13.2399,$63.27M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ssbi
SMMT,Summit Therapeutics plc,11.5,$140.26M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/smmt
SNBC,"Sun Bancorp, Inc.",19.72,$367.18M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc
SNHY,Sun Hydraulics Corporation,38.13,$1.02B,1997,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/snhy
SEMI,SunEdison Semiconductor Limited,20.73,$861.54M,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/semi
SNSS,"Sunesis Pharmaceuticals, Inc.",2.66,$194.07M,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snss
GOMO,Sungy Mobile Limited,4.77,$149.2M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gomo
STKL,"SunOpta, Inc.",10.29,$697.96M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/stkl
SPWR,SunPower Corporation,n/a,n/a,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr
SBCP,"Sunshine Bancorp, Inc.",14.42,$61.03M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbcp
SSH,Sunshine Heart Inc,4.03,$73.74M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ssh
SMCI,"Super Micro Computer, Inc.",32.57,$1.54B,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci
SPCB,"SuperCom, Ltd.",13.78,$189.37M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,1.02,$18.61M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon
SGC,"Superior Uniform Group, Inc.",17.41,$237.91M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sgc
SUPN,"Supernus Pharmaceuticals, Inc.",16.9,$807.19M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn
SPPR,"Supertel Hospitality, Inc.",2.69,$13.26M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sppr
SPPRO,"Supertel Hospitality, Inc.",19.81,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sppro
SPPRP,"Supertel Hospitality, Inc.",8.01,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spprp
SPRT,"support.com, Inc.",1.38,$75M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt
SCAI,"Surgical Care Affiliates, Inc.",39.08,$1.54B,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/scai
SRDX,"SurModics, Inc.",24.11,$313.7M,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx
SUSQ,"Susquehanna Bancshares, Inc.",14.47,$2.64B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/susq
SBBX,Sussex Bancorp,12.8,$59.84M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx
SUTR,Sutor Technology Group Limited,0.6,$25.42M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sutr
STRN,Sutron Corporation,5.1,$25.93M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/strn
SIVB,SVB Financial Group,145.55,$7.46B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivb
SIVBO,SVB Financial Group,26.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivbo
SWSH,"Swisher Hygiene, Inc.",1.3,$22.9M,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/swsh
SYKE,"Sykes Enterprises, Incorporated",24.56,$1.07B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,23.66,$16.11B,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc
SSRG,Symmetry Surgical Inc.,8.86,$91.37M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ssrg
SYNC,"Synacor, Inc.",1.79,$49.63M,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync
GEVA,Synageva BioPharma Corp.,228.72,$8.5B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/geva
SYNL,Synalloy Corporation,13.86,$120.83M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/synl
SYNA,Synaptics Incorporated,100.7,$3.71B,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/syna
SNCR,"Synchronoss Technologies, Inc.",49.27,$2.13B,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr
SURG,"Synergetics USA, Inc.",5.12,$130.93M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/surg
SGYP,"Synergy Pharmaceuticals, Inc.",4.64,$464.21M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp
SGYPU,"Synergy Pharmaceuticals, Inc.",11,$20M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgypu
SGYPW,"Synergy Pharmaceuticals, Inc.",1.63,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgypw
ELOS,Syneron Medical Ltd.,11.15,$407.28M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elos
SNPS,"Synopsys, Inc.",50.01,$7.76B,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps
SNTA,Synta Pharmaceuticals Corp.,2.4,$322.61M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snta
SYNT,"Syntel, Inc.",47.77,$4B,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt
SYMX,"Synthesis Energy Systems, Inc.",1.31,$111.74M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/symx
SYUT,"Synutra International, Inc.",7.73,$442.93M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/syut
SYPR,"Sypris Solutions, Inc.",1.45,$30.15M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sypr
SYRX,Sysorex Global Holding Corp.,1.82,$36.06M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/syrx
TROW,"T. Rowe Price Group, Inc.",78.78,$20.53B,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow
TTOO,"T2 Biosystems, Inc.",18.25,$369.67M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo
TAIT,Taitron Components Incorporated,0.99,$5.48M,1995,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tait
TTWO,"Take-Two Interactive Software, Inc.",27.7,$2.34B,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo
TLMR,"Talmer Bancorp, Inc.",16.84,$1.19B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tlmr
TNDM,"Tandem Diabetes Care, Inc.",11.79,$351.36M,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm
TLF,"Tandy Leather Factory, Inc.",8.55,$87.91M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tlf
TNGO,"Tangoe, Inc.",13.04,$508.55M,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tngo
